"director_name","num_critic_for_reviews","duration","director_facebook_likes","actor_3_facebook_likes","actor_2_name","actor_1_facebook_likes","gross","actor_1_name","movie_title","num_voted_users","cast_total_facebook_likes","actor_3_name","num_user_for_reviews","content_rating","budget","title_year","actor_2_facebook_likes","imdb_score","movie_facebook_likes","genres"
"John Carl Buechler",110,88,152,181,"Terry Kiser",935,19170001,"Kane Hodder","Friday the 13th Part VII: The New Blood ",21359,1855,"William Butler",270,"R",2800000,1988,448,5.3,0,"Thriller"
"George A. Romero",280,95,0,192,"Shawn Roberts",569,952620,"Megan Park","Diary of the Dead ",40800,1797,"Joe Dinicol",332,"R",2e+06,2007,529,5.7,0,"Thriller"
"Victor Nunez",61,113,9,42,"Patricia Richardson",402,9054736,"Peter Fonda","Ulee's Gold ",5744,787,"Vanessa Zima",57,"R",2700000,1997,222,7.1,381,"Drama"
"Mel Brooks",121,93,0,628,"David Huddleston",1000,119500000,"Madeline Kahn","Blazing Saddles ",95294,4701,"Harvey Korman",363,"R",2600000,1974,1000,7.8,12000,"Comedy"
"Joseph Zito",166,97,17,74,"Tom Everett",158,32600000,"Judie Aronson","Friday the 13th: The Final Chapter ",29488,467,"Kimberly Beck",326,"R",1800000,1984,84,5.9,0,"Thriller"
"Frank Sebastiano",20,86,3,327,"Laurie Metcalf",833,475000,"Joe Lo Truglio","Beer League ",6930,2753,"Seymour Cassel",53,"R",2800000,2006,549,6,323,"Comedy"
"Rand Ravich",107,109,7,1000,"Charlize Theron",40000,10654581,"Johnny Depp","The Astronaut's Wife ",45500,52621,"Clea DuVall",260,"R",3.4e+07,1999,9000,5.3,1000,"Drama_Thriller_Action"
"Michael Tiddes",129,86,89,555,"Alanna Ubach",713,40041683,"Essence Atkins","A Haunted House ",34620,3421,"J.B. Smoove",107,"R",2500000,2013,584,5.1,0,"Comedy_Action"
"Rob Zombie",220,119,0,593,"Tyler Mane",908,33386128,"Scout Taylor-Compton","Halloween II ",36372,3226,"Margot Kidder",491,"R",1.5e+07,2009,764,4.9,3000,"Thriller"
"Tom Hanks",75,149,15000,982,"Charlize Theron",15000,25809813,"Tom Hanks","That Thing You Do! ",50311,28713,"Ethan Embry",212,"PG",2.6e+07,1996,9000,6.9,0,"Comedy_Drama"
"Tommy Lee Wallace",162,98,24,67,"Dan O'Herlihy",381,14400000,"Tom Atkins","Halloween III: Season of the Witch ",28589,684,"Nancy Kyes",532,"R",2500000,1982,128,4.6,0,"Thriller_Crime_Action"
"Leslie Small",26,75,15,36,"La'Princess Jackson",1000,32230907,"David Jason Perez","Kevin Hart: Let Me Explain ",6062,1385,"Dana Hanna",30,"R",2500000,2013,309,6.7,0,"Comedy"
"Gus Van Sant",63,104,835,535,"Udo Kier",18000,6401336,"Keanu Reeves","My Own Private Idaho ",36996,19923,"Flea",153,"R",2500000,1991,595,7.1,0,"Drama"
"Zach Braff",205,102,0,294,"Michael Weston",625,26781723,"Armando Riesco","Garden State ",187595,1655,"Jill Flint",978,"R",2500000,2004,379,7.6,0,"Romance_Comedy_Drama"
"Richard Linklater",121,105,0,4,"Hans Weingartner",15,5400000,"Hanno Pöschl","Before Sunrise ",183288,36,"Dominik Castell",395,"R",2500000,1995,12,8.1,22000,"Romance_Drama"
"Alison Maclean",74,107,7,442,"Samantha Morton",745,1282084,"Billy Crudup","Jesus' Son ",6221,2125,"Mark Webber",87,"R",2500000,1999,631,7,500,"Drama"
"James Ponsoldt",220,95,53,478,"Jennifer Jason Leigh",8000,6851969,"Shailene Woodley","The Spectacular Now ",105591,10040,"Dayo Okeniyi",178,"R",2500000,2013,1000,7.1,10000,"Romance_Comedy_Drama"
"Larry Charles",197,101,119,0,"Tal Bachman",334,12995673,"Bill Maher","Religulous ",52286,338,"Steve Burg",345,"R",2500000,2008,4,7.7,24000,"Comedy_Action"
"Spike Lee",28,120,0,702,"Harry Lennix",1000,5731103,"Bernie Mac","Get on the Bus ",4100,5963,"Andre Braugher",35,"R",2400000,1996,748,6.8,352,"Drama"
"Carmen Marron",8,105,29,76,"Aimee Garcia",847,178739,"Jossara Jinaro","Go for It! ",1015,1668,"Rene Rosado",10,"PG-13",2450000,2011,618,3.9,566,"Drama"
"Steve Miner",235,91,49,20,"Dana Kimmell",72,36200000,"Richard Brooker","Friday the 13th Part III ",31952,174,"Catherine Parks",372,"R",4e+06,1982,31,5.7,0,"Thriller"
"Danny Steinmann",160,92,13,17,"Melanie Kinnaman",42,21300000,"Tiffany Helm","Friday the 13th: A New Beginning ",22521,170,"Dominick Brascia",342,"R",2200000,1985,27,4.7,1000,"Thriller_Crime"
"Michael Landon Jr.",18,117,84,275,"Louise Fletcher",861,379643,"Henry Thomas","The Last Sin Eater ",1573,2161,"A.J. Buckley",29,"PG-13",2200000,2007,425,5.9,285,"Drama"
"Jon Gunn",11,120,16,835,"Delroy Lindo",2000,12985267,"Alexa PenaVega","Do You Believe? ",4977,6752,"Madison Pettis",63,"PG-13",2300000,2015,848,5.9,13000,"Drama"
"Michael Herz",49,96,6,14,"Jessica Dublin",40,792966,"Phoebe Legere","The Toxic Avenger Part II ",4663,99,"Lisa Gaye",40,"R",2300000,1989,30,5.1,321,"Comedy_Thriller_Action"
"David Robert Mitchell",533,100,421,159,"Ruby Harris",314,14673301,"Maika Monroe","It Follows ",112899,1062,"Jake Weary",631,"R",2e+06,2014,189,6.9,45000,"Thriller_Crime"
"Alex Kendrick",34,129,589,341,"Alex Kendrick",690,34522221,"Ben Davies","Courageous ",15401,2300,"T.C. Stallings",175,"PG-13",2e+06,2011,589,7,10000,"Drama"
"Richard Linklater",211,80,0,3,"Albert Delpy",50,5792822,"Vernon Dobtcheff","Before Sunset ",168398,65,"Marie Pillet",492,"R",2700000,2004,8,8,13000,"Romance_Drama"
"Catherine Hardwicke",126,100,308,374,"Sarah Clarke",1000,4599680,"Holly Hunter","Thirteen ",68222,2186,"Kip Pardue",545,"R",1500000,2003,482,6.8,0,"Drama"
"Debra Granik",365,100,81,179,"Shelley Waggener",34000,6531491,"Jennifer Lawrence","Winter's Bone ",111658,34446,"Lauren Sweetser",297,"R",2e+06,2010,248,7.2,20000,"Drama"
"Miranda July",151,91,244,244,"Brad William Henke",538,3885134,"Najarra Townsend","Me and You and Everyone We Know ",31130,1349,"Miranda July",243,"R",2e+06,2005,363,7.4,0,"Comedy_Drama"
"David Ayer",118,116,453,2000,"Christian Bale",24000,3335839,"J.K. Simmons","Harsh Times ",54657,50313,"Noel Gugliemi",222,"R",2e+06,2005,23000,7,0,"Drama_Thriller_Crime_Action"
"Jerry Jameson",39,97,5,349,"Leonor Varela",1000,2557668,"David Oyelowo","Captive ",3911,2739,"Sydelle Noel",22,"PG-13",2e+06,2015,426,5.3,0,"Drama_Thriller_Crime"
"Steven Soderbergh",108,101,0,685,"Enrico Colantoni",8000,2506446,"Julia Roberts","Full Frontal ",8662,11327,"Blair Underwood",172,"R",2e+06,2002,724,4.7,134,"Romance_Comedy"
"John Cameron Mitchell",160,101,263,37,"Peter Stickles",71,1984378,"Sook-Yin Lee","Shortbus ",27346,226,"Raphael Barker",206,"Unrated",2e+06,2006,51,6.5,0,"Romance_Comedy_Drama"
"Charles Ferguson",79,102,117,17,"Dick Cheney",393,1430185,"Campbell Scott","No End in Sight ",7314,446,"Donald Rumsfeld",55,"",2e+06,2007,21,8.3,0,"Action"
"Marielle Heller",168,102,22,80,"David Fine",10000,1477002,"Alexander Skarsgård","The Diary of a Teenage Girl ",16645,11184,"Austin Lyon",72,"R",2e+06,2015,1000,6.9,0,"Romance_Drama"
"Huck Botko",46,86,10,126,"Krysta Rodriguez",189,535249,"Matt Bennett","The Virginity Hit ",3467,768,"Zack Pearlman",13,"R",3400000,2010,131,4.6,974,"Comedy"
"David Duchovny",46,96,0,902,"Mark Margolis",49000,371081,"Robin Williams","House of D ",7479,51441,"Frank Langella",86,"PG-13",6e+06,2004,1000,7,857,"Comedy_Drama"
"Lance Mungia",51,91,4,0,"Stephane Gauger",33,124494,"Jeffrey Falcon","Six-String Samurai ",5613,36,"Kim De Angelo",102,"PG-13",2e+06,1998,3,6.7,0,"Comedy_Drama_Action"
"Hue Rhodes",45,85,0,966,"Steve Buscemi",22000,100669,"Peter Dinklage","Saint John of Las Vegas ",2522,36885,"Romany Malco",11,"R",3800000,2009,12000,5.8,407,"Comedy_Drama"
"Roland Emmerich",74,129,776,256,"Caleb Landry Jones",25000,186354,"Jeremy Irvine","Stonewall ",1758,26176,"Matt Craven",30,"R",13500000,2015,463,4.5,0,"Drama"
"Noah Buschel",66,95,8,399,"Amy Ryan",529,17580,"Merritt Wever","The Missing Person ",1268,2749,"Paul Adelstein",23,"",1500000,2009,423,6.2,195,"Drama"
"Laurie Collyer",78,96,38,85,"Kate Burton",363,198407,"Brad William Henke","Sherrybaby ",10282,774,"Michelle Hurst",78,"R",2e+06,2006,223,6.6,474,"Drama"
"Bruce McCulloch",52,85,54,455,"Megan Mullally",985,13973532,"Martin Starr","Stealing Harvard ",11211,3065,"Chris Penn",92,"PG-13",2.5e+07,2002,637,5.1,215,"Comedy_Crime"
"Michael Polish",60,103,35,482,"Anthony Edwards",548,1420578,"Peter Coyote","Northfork ",4894,2389,"Jon Gries",122,"PG-13",1900000,2003,495,6.4,298,"Drama_Action"
"Kimberly Peirce",359,100,108,534,"Judy Greer",17000,35266619,"Chloë Grace Moretz","Carrie ",108248,20051,"Portia Doubleday",371,"R",3e+07,2013,2000,5.9,39000,"Drama_Thriller_Action"
"Wes Craven",256,101,0,574,"Lin Shaye",40000,26505000,"Johnny Depp","A Nightmare on Elm Street ",149293,42918,"Amanda Wyss",668,"X",1800000,1984,852,7.5,10000,"Thriller"
"Benh Zeitlin",663,93,188,168,"Gina Montana",2000,12784397,"Quvenzhané Wallis","Beasts of the Southern Wild ",70336,2658,"Dwight Henry",269,"PG-13",1800000,2012,458,7.3,31000,"Drama_Action"
"Maggie Greenwald",39,109,9,280,"David Patrick Kelly",767,3050934,"Aidan Quinn","Songcatcher ",2794,2187,"Jane Adams",78,"PG-13",1800000,2000,380,7.3,0,"Drama"
"Morgan Spurlock",130,90,293,808,"J.J. Abrams",16000,638476,"Quentin Tarantino","The Greatest Movie Ever Sold ",13223,32405,"Donald Trump",45,"PG-13",1500000,2011,14000,6.6,0,"Comedy"
"Lucky McKee",114,93,75,446,"Will Estes",701,145540,"James Duval","May ",26773,2489,"Nora Zehetner",277,"R",5e+05,2002,461,6.7,0,"Drama_Thriller"
"Todd Field",179,138,143,783,"Sissy Spacek",1000,35918429,"Tom Wilkinson","In the Bedroom ",32415,3970,"Karen Allen",510,"R",1700000,2001,874,7.5,951,"Drama_Crime"
"Steven R. Monroe",225,105,68,374,"Chad Lindberg",635,92401,"Sarah Butler","I Spit on Your Grave ",56402,2423,"Daniel Franzese",209,"R",2e+06,2010,445,6.3,17000,"Thriller"
"Adam Goldberg",22,111,1000,127,"Marisa Coughlan",2000,2580,"Judy Greer","I Love Your Work ",1618,2564,"Nicky Katt",40,"R",1650000,2003,163,5.4,63,"Drama_Crime"
"Zack Snyder",287,110,0,1000,"Kevin Zegers",3000,58885635,"Ty Burrell","Dawn of the Dead ",194426,10438,"Mekhi Phifer",1057,"R",2.6e+07,2004,2000,7.4,7000,"Thriller_Action"
"Adrienne Shelly",173,108,191,336,"Cheryl Hines",597,19067631,"Lew Temple","Waitress ",37714,1981,"Eddie Jemison",204,"PG-13",2e+06,2007,541,7.1,0,"Romance_Comedy_Drama"
"Newt Arnold",61,92,15,49,"Donald Gibb",633,11806119,"Bolo Yeung","Bloodsport ",57578,1168,"Ken Siu",210,"R",1100000,1988,403,6.8,0,"Drama_Action"
"Larry Clark",71,91,184,82,"Leo Fitzpatrick",3000,7417210,"Rosario Dawson","Kids ",59041,3310,"Justin Pierce",408,"",1500000,1995,202,7,0,"Drama"
"Noah Baumbach",110,88,387,18,"Elizabeth Meriwether",436,7362100,"William Baldwin","The Squid and the Whale ",60295,479,"Owen Kline",232,"R",1500000,2005,25,7.4,0,"Comedy_Drama"
"Charles Herman-Wurmfeld",110,97,0,117,"Jennifer Westfeldt",378,7022940,"Scott Cohen","Kissing Jessica Stein ",14018,1173,"Brian Stepanek",190,"R",1e+06,2001,321,6.7,682,"Romance_Comedy_Drama"
"James Wan",445,103,0,588,"Barbara Hershey",852,53991137,"Lin Shaye","Insidious ",202800,3030,"Philip Friedman",752,"PG-13",1500000,2010,618,6.8,60000,"Thriller_Crime_Action"
"Rebecca Miller",75,112,58,42,"Susanna Thompson",552,712294,"Beau Bridges","The Ballad of Jack and Rose ",9408,859,"Ryan McDonald",68,"R",1500000,2005,265,6.7,608,"Drama"
"Maggie Carey",97,104,38,690,"Alia Shawkat",801,3447339,"Donald Glover","The To Do List ",29517,2667,"Scott Porter",79,"R",1500000,2013,727,5.8,0,"Romance_Comedy"
"Brad Anderson",127,100,122,83,"Brendan Sexton III",210,373967,"Paul Guilfoyle","Session 9 ",43839,469,"Larry Fessenden",481,"R",1500000,2001,148,6.5,0,"Thriller_Crime"
"Jeff Garlin",32,80,522,423,"Jeff Garlin",813,194568,"Jessy Schram","I Want Someone to Eat Cheese With ",2963,2179,"Joey Slotnick",28,"R",1500000,2006,522,6.2,0,"Romance_Comedy"
"Pete Jones",31,91,18,597,"Aidan Quinn",954,119841,"Brian Dennehy","Stolen Summer ",2419,3901,"Bonnie Hunt",55,"PG",1500000,2002,767,6.5,304,"Drama"
"Bruce Campbell",100,84,0,158,"Dan Hicks",634,173066,"Ted Raimi","My Name Is Bruce ",21379,1238,"Timothy Patrick Quill",88,"R",1500000,2007,328,6.3,0,"Comedy_Action"
"Adam Carolla",14,98,102,360,"Jim O'Heir",563,105943,"Jay Mohr","Road Hard ",1351,2628,"David Alan Grier",11,"",1500000,2015,485,6.1,212,"Comedy"
"James Mottern",46,90,7,711,"Joey Lauren Adams",87000,52166,"Jimmy Bennett","Trucker ",2792,89263,"Matthew Lawrence",22,"R",2e+06,2008,781,6.7,371,"Drama"
"Rob Zombie",234,101,0,721,"Dee Wallace",1000,1163508,"Sid Haig","The Lords of Salem ",20376,5158,"Michael Berryman",166,"R",2500000,2012,725,5.1,15000,"Drama_Thriller_Action"
"Christopher McQuarrie",387,130,188,1000,"Robert Duvall",10000,80033643,"Tom Cruise","Jack Reacher ",226583,16385,"David Oyelowo",448,"PG-13",6e+07,2012,3000,7,38000,"Thriller_Crime_Action"
"William Cottrell",145,83,0,31,"Billy Gilbert",82,184925485,"Adriana Caselotti","Snow White and the Seven Dwarfs ",133348,229,"Lucille La Verne",204,"Approved",2e+06,1937,47,7.7,0,"Action"
"Steve Buscemi",43,95,12000,636,"Debi Mazar",12000,695229,"Steve Buscemi","Trees Lounge ",11369,14420,"Carol Kane",65,"R",1300000,1996,680,7.2,872,"Comedy_Drama"
"Harold Becker",79,111,17,652,"Miko Hughes",13000,32940507,"Bruce Willis","Mercury Rising ",54316,16537,"Carrie Preston",127,"R",6e+07,1998,969,6.1,0,"Drama_Thriller_Crime_Action"
"Steve Miner",242,87,49,59,"Adrienne King",309,19100000,"Betsy Palmer","Friday the 13th Part 2 ",39690,707,"Amy Steel",394,"R",1250000,1981,121,6.1,0,"Thriller_Crime"
"Steven Soderbergh",58,100,0,65,"Laura San Giacomo",828,24741700,"Peter Gallagher","Sex, Lies, and Videotape ",37785,1431,"Steven Brill",95,"R",1200000,1989,531,7.2,2000,"Drama"
"James Wan",287,103,0,651,"Monica Potter",2000,55153403,"Michael Emerson","Saw ",299127,5161,"Shawnee Smith",1509,"R",1200000,2004,878,7.7,0,"Thriller_Crime"
"Jay Chandrasekhar",100,100,422,422,"Daniel von Bargen",816,18488314,"Geoffrey Arend","Super Troopers ",76151,2893,"Jay Chandrasekhar",333,"R",1200000,2001,577,7.1,0,"Comedy_Crime"
"Scott Derrickson",276,104,301,71,"Jon Hamm",18000,79363785,"Keanu Reeves","The Day the Earth Stood Still ",139426,22194,"Juan Riedinger",698,"PG-13",8e+07,2008,4000,5.5,0,"Drama_Thriller_Action"
"Kenneth Lonergan",122,111,50,612,"Rory Culkin",2000,9180275,"Matthew Broderick","You Can Count on Me ",22145,4288,"Gaby Hoffmann",231,"R",1200000,2000,710,7.7,756,"Drama"
"Jamie Babbit",99,85,91,849,"Clea DuVall",1000,2199853,"Natasha Lyonne","But I'm a Cheerleader ",19986,4289,"Eddie Cibrian",186,"R",1200000,1999,1000,6.6,0,"Comedy_Drama"
"David Boyd",10,113,29,449,"Drew Waters",890,2859955,"Vivica A. Fox","Home Run ",2417,2681,"Scott Elrod",32,"PG-13",1200000,2013,848,6,0,"Drama"
"Quentin Tarantino",173,99,16000,455,"Steve Buscemi",16000,2812029,"Quentin Tarantino","Reservoir Dogs ",664719,28994,"Chris Penn",931,"R",1200000,1992,12000,8.4,19000,"Drama_Thriller_Crime"
"Steve Taylor",38,108,14,274,"Marshall Allman",1000,594904,"Jason Marsden","Blue Like Jazz ",2582,1805,"Eric Lange",89,"PG-13",1200000,2012,330,6,0,"Comedy_Drama"
"Rob Bowman",9,91,38,117,"Jacob Vargas",584,2850263,"Alanna Ubach","Airborne ",5061,1218,"Brittney Powell",70,"PG",2600000,1993,399,6.2,0,"Comedy_Action"
"Rob McKittrick",91,94,6,804,"Dane Cook",16000,16101109,"Ryan Reynolds","Waiting... ",76467,19957,"Vanessa Lengies",236,"R",3e+06,2005,1000,6.8,0,"Comedy"
"Jeff Burr",57,92,155,147,"Clu Gulager",448,1400000,"Terry Kiser","From a Whisper to a Scream ",1324,1329,"Susan Tyrrell",37,"R",1100000,1987,426,5.9,241,"Drama_Thriller_Action"
"John G. Avildsen",141,145,80,794,"Burgess Meredith",13000,117235247,"Sylvester Stallone","Rocky ",375240,16094,"Carl Weathers",542,"PG",960000,1976,1000,8.1,0,"Drama"
"John Carpenter",212,89,0,606,"Hal Holbrook",2000,21378000,"Jamie Lee Curtis","The Fog ",46493,4878,"Janet Leigh",335,"R",1e+06,1980,826,6.8,7000,"Thriller_Action"
"Levan Gabriadze",270,83,6,142,"Renee Olstead",707,31537320,"Shelley Hennig","Unfriended ",44329,1565,"Heather Sossaman",309,"R",1e+06,2014,305,5.7,13000,"Thriller_Crime"
"Joe Dante",161,91,287,725,"Robert Picardo",1000,17986000,"Patrick Macnee","The Howling ",22773,4438,"Dee Wallace",195,"R",1e+06,1981,823,6.6,0,"Thriller"
"Bradley Parker",270,86,18,300,"Ingrid Bolsø Berdal",1000,18112929,"Jesse McCartney","Chernobyl Diaries ",52642,2665,"Jonathan Sadowski",271,"R",1e+06,2012,466,5,24000,"Thriller_Crime_Action"
"Harold Cronk",29,120,18,295,"Robin Givens",634,20773070,"Benjamin A. Onyango","God's Not Dead 2 ",4501,1810,"Maria Canals-Barrera",102,"PG",5e+06,2016,420,3.4,0,"Drama"
"Jeff Wadlow",137,90,65,683,"Gary Cole",1000,10042266,"Julian Morris","Cry_Wolf ",23021,3155,"Lindy Booth",220,"PG-13",1e+06,2005,989,5.9,816,"Drama_Thriller_Crime"
"Derek Cianfrance",377,112,310,616,"Mike Vogel",33000,9701559,"Ryan Gosling","Blue Valentine ",141425,35941,"John Doman",283,"R",3500000,2010,2000,7.4,25000,"Romance_Drama"
"Duncan Tucker",169,103,2,226,"Felicity Huffman",2000,9013113,"Kevin Zegers","Transamerica ",36321,3192,"Paul Borghese",230,"R",1e+06,2005,508,7.4,0,"Comedy_Drama_Action"
"William Brent Bell",225,83,19,128,"Claudiu Trandafir",403,53245055,"Fernanda Andrade","The Devil Inside ",30570,988,"Brian Johnson",290,"R",1e+06,2012,169,4.2,12000,"Thriller"
"Russ Meyer",101,109,199,44,"Cynthia Myers",503,9000000,"Charles Napier","Beyond the Valley of the Dolls ",7584,731,"Harrison Page",137,"X",9e+05,1970,46,6.2,0,"Comedy_Drama"
"Eli Roth",285,100,0,389,"Richard Burgi",640,7186670,"Daryl Sabara","The Green Inferno ",21468,2082,"Magda Apanowicz",164,"R",6e+06,2013,550,5.4,12000,"Thriller_Action"
"Ben Lewin",337,95,20,365,"Adam Arkin",422,5997134,"W. Earl Brown","The Sessions ",36381,1899,"Rhea Perlman",126,"R",1e+06,2012,374,7.2,11000,"Romance_Comedy_Drama"
"Brad Anderson",38,104,122,458,"Callie Thorne",22000,3386698,"Philip Seymour Hoffman","Next Stop Wonderland ",4195,23461,"Holland Taylor",86,"R",1e+06,1998,472,6.7,392,"Romance_Comedy_Drama"
"Jason Reitman",387,96,655,973,"Jennifer Garner",24000,143492840,"J.K. Simmons","Juno ",414345,28817,"Rainn Wilson",881,"PG-13",7500000,2007,3000,7.5,10000,"Romance_Comedy_Drama"
"Courtney Hunt",181,97,33,229,"Michael O'Keefe",496,2508841,"Charlie McDermott","Frozen River ",21746,994,"Misty Upham",93,"R",1e+06,2008,238,7.2,0,"Drama_Crime"
"James Toback",54,84,56,13,"Natasha Gregson Wagner",21000,1950218,"Robert Downey Jr.","Two Girls and a Guy ",5933,21124,"Angel David",102,"R",1e+06,1997,104,5.6,387,"Comedy_Drama"
"Greg Berlanti",51,94,112,428,"Nia Long",1000,1744858,"Justin Theroux","The Broken Hearts Club: A Romantic Comedy ",6084,3085,"Mary McCormack",120,"R",1e+06,2000,826,7,671,"Romance_Comedy_Drama"
"Rob Letterman",218,103,11,543,"Dylan Minnette",2000,80021740,"Odeya Rush","Goosebumps ",47988,5497,"Ken Marino",154,"PG",5.8e+07,2015,1000,6.4,35000,"Comedy_Thriller_Action"
"Marc Levin",16,100,12,6,"Saul Williams",245,982214,"Sonja Sohn","Slam ",1976,295,"Bonz Malone",51,"R",1e+06,1998,38,7.2,603,"Drama"
"Trey Parker",59,92,406,194,"Dian Bachar",406,582024,"Trey Parker","Orgazmo ",30396,904,"Matt Stone",168,"NC-17",1e+06,1997,203,6.2,0,"Comedy_Action"
"David Gordon Green",88,108,234,463,"Paul Schneider",11000,548712,"Zooey Deschanel","All the Real Girls ",9233,12385,"Shea Whigham",126,"R",2500000,2003,552,6.9,571,"Romance_Drama"
"Finn Taylor",28,97,4,301,"Cathy Moriarty",611,464655,"David Arquette","Dream with the Fishes ",1524,1692,"Kathryn Erbe",29,"R",1e+06,1997,394,7,166,"Comedy_Drama"
"Karen Moncrieff",44,88,22,275,"Agnes Bruckner",638,464126,"Frances Fisher","Blue Car ",3142,1641,"A.J. Buckley",68,"R",1e+06,2002,400,6.7,115,"Drama"
"Goran Dukic",117,88,21,772,"Patrick Fugit",1000,104077,"Leslie Bibb","Wristcutters: A Love Story ",46076,4720,"Chase Ellison",88,"R",1e+06,2006,835,7.4,11000,"Romance_Comedy_Drama_Action"
"Efram Potelle",29,79,2,551,"Elden Henson",855,279282,"Shiri Appleby","The Battle of Shaker Heights ",3806,2489,"Kathleen Quinlan",49,"PG-13",1e+06,2003,577,6.1,150,"Romance_Comedy_Drama"
"Peter Jackson",308,135,0,310,"AJ Michalka",873,43982842,"Michael Imperioli","The Lovely Bones ",125114,2369,"Tom McCarthy",593,"PG-13",6.5e+07,2009,559,6.7,16000,"Drama_Thriller_Action"
"Ti West",238,95,243,725,"Greta Gerwig",969,100659,"Lena Dunham","The House of the Devil ",30160,3833,"Dee Wallace",193,"R",9e+05,2009,962,6.4,0,"Thriller"
"John Hamburg",33,88,29,117,"Michael Lerner",499,21210,"Harvey Fierstein","Safe Men ",2735,1141,"Josh Pais",52,"R",1e+06,1998,230,6.1,157,"Comedy_Crime"
"Craig Mazin",29,82,82,490,"James Gunn",2000,12996,"Judy Greer","The Specials ",1938,3905,"Jamie Kennedy",54,"R",1e+06,2000,571,6,210,"Comedy_Action"
"Benjamin Dickinson",36,97,4,150,"Alexia Rasmussen",446,62480,"Nora Zehetner","Creative Control ",1048,928,"Meredith Hagner",7,"R",1e+06,2015,171,5.5,793,"Drama_Action"
"Hal Haberman",56,81,0,394,"Paul Blackthorne",975,6387,"Michael Rapaport","Special ",4862,2694,"Ian Bohen",37,"R",1e+06,2006,645,6.9,0,"Comedy_Drama_Action"
"Kat Coiro",18,100,28,501,"Geoff Stults",945,20186,"Justin Kirk","L!fe Happens ",6025,2924,"Kristen Johnston",15,"R",930000,2011,756,5.7,995,"Comedy"
"David Slade",231,104,171,0,"G.J. Echternkamp",109,1007962,"Odessa Rae","Hard Candy ",131969,117,"Patrick Wilson",651,"R",950000,2005,8,7.1,12000,"Drama_Thriller_Crime"
"Jamie Babbit",65,91,91,659,"David Gallagher",982,381186,"Katy Mixon","The Quiet ",13485,3299,"Edie Falco",90,"R",9e+05,2005,796,6.4,698,"Drama_Thriller"
"Ryan Coogler",327,85,0,88,"Melonie Diaz",282,16097842,"Ahna O'Reilly","Fruitvale Station ",53919,687,"Ariana Neal",168,"R",9e+05,2013,270,7.5,17000,"Romance_Drama"
"Ramaa Mosley",62,101,6,727,"Michael Angarano",975,6643,"Jack McBrayer","The Brass Teapot ",11965,4184,"Alia Shawkat",39,"R",9e+05,2012,947,6.4,0,"Comedy_Thriller_Action"
"Charles Herman-Wurmfeld",73,88,0,102,"Rian Bishop",465,442638,"John Enos III","The Hammer ",5489,897,"Adam Carolla",23,"R",850000,2007,140,7.3,337,"Romance_Comedy"
"Ric Roman Waugh",238,112,29,874,"Harold Perrineau",12000,42919096,"Dwayne Johnson","Snitch ",64748,15800,"Nadine Velazquez",122,"PG-13",1.5e+07,2013,1000,6.5,12000,"Drama_Thriller_Action"
